./calibration/gland_71_30.jpg,342305
./calibration/gland_71_47.jpg,385453
./calibration/gland_26_21.jpg,195869
./calibration/gland_89_9.jpg,159556
./calibration/gland_87_28.jpg,460414
./calibration/gland_87_24.jpg,224079
./calibration/gland_71_54.jpg,683462
./calibration/gland_89_6.jpg,35238
./calibration/gland_89_0.jpg,224444
./calibration/gland_71_48.jpg,362280
./calibration/gland_26_5.jpg,98870
./calibration/gland_71_65.jpg,657808
./calibration/gland_89_1.jpg,64562
./calibration/gland_89_3.jpg,29820
./calibration/gland_26_13.jpg,147689
./calibration/gland_71_62.jpg,578497
./calibration/gland_26_8.jpg,88271
./calibration/gland_89_8.jpg,158710
./calibration/gland_89_2.jpg,248327
./calibration/gland_26_18.jpg,211019
./calibration/gland_26_10.jpg,196924
./calibration/gland_87_29.jpg,256221
./calibration/gland_89_5.jpg,114470
./calibration/gland_86_2.jpg,509176
./calibration/gland_89_7.jpg,73749
./calibration/gland_86_0.jpg,471525
./calibration/gland_71_83.jpg,618772
./calibration/gland_49_18.jpg,382488
./calibration/gland_89_4.jpg,20456
./calibration/gland_71_30.jpg,259648
./calibration/gland_71_47.jpg,272709
./calibration/gland_26_21.jpg,162267
./calibration/gland_89_9.jpg,103261
./calibration/gland_87_28.jpg,388625
./calibration/gland_87_24.jpg,163997
./calibration/gland_71_54.jpg,300512
./calibration/gland_89_6.jpg,13453
./calibration/gland_89_0.jpg,154217
./calibration/gland_71_48.jpg,201479
./calibration/gland_26_5.jpg,50314
./calibration/gland_71_65.jpg,506311
./calibration/gland_89_1.jpg,24657
./calibration/gland_89_3.jpg,8375
./calibration/gland_26_13.jpg,100183
./calibration/gland_71_62.jpg,441144
./calibration/gland_26_8.jpg,46606
./calibration/gland_89_8.jpg,58904
./calibration/gland_89_2.jpg,186456
./calibration/gland_26_18.jpg,153633
./calibration/gland_26_10.jpg,168151
./calibration/gland_87_29.jpg,193550
./calibration/gland_89_5.jpg,73028
./calibration/gland_86_2.jpg,399929
./calibration/gland_89_7.jpg,25775
./calibration/gland_86_0.jpg,385459
./calibration/gland_71_83.jpg,388354
./calibration/gland_49_18.jpg,289899
./calibration/gland_89_4.jpg,6915
./calibration/gland_71_30.jpg,215782
./calibration/gland_71_47.jpg,225909
./calibration/gland_26_21.jpg,141128
./calibration/gland_89_9.jpg,81016
./calibration/gland_87_28.jpg,341819
./calibration/gland_87_24.jpg,133618
./calibration/gland_71_54.jpg,171042
./calibration/gland_89_6.jpg,7267
./calibration/gland_89_0.jpg,126183
./calibration/gland_71_48.jpg,155832
./calibration/gland_26_5.jpg,36683
./calibration/gland_71_65.jpg,430474
./calibration/gland_89_1.jpg,13139
./calibration/gland_89_3.jpg,4414
./calibration/gland_26_13.jpg,81315
./calibration/gland_71_62.jpg,334510
./calibration/gland_26_8.jpg,34623
./calibration/gland_89_8.jpg,26398
./calibration/gland_89_2.jpg,161706
./calibration/gland_26_18.jpg,132327
./calibration/gland_26_10.jpg,150455
./calibration/gland_87_29.jpg,159638
./calibration/gland_89_5.jpg,56104
./calibration/gland_86_2.jpg,340229
./calibration/gland_89_7.jpg,13762
./calibration/gland_86_0.jpg,344563
./calibration/gland_71_83.jpg,271683
./calibration/gland_49_18.jpg,248316
./calibration/gland_89_4.jpg,3712
./calibration/gland_71_30.jpg,164397
./calibration/gland_71_47.jpg,176188
./calibration/gland_26_21.jpg,113950
./calibration/gland_89_9.jpg,55897
./calibration/gland_87_28.jpg,280371
./calibration/gland_87_24.jpg,99892
./calibration/gland_71_54.jpg,128929
./calibration/gland_89_6.jpg,4324
./calibration/gland_89_0.jpg,102822
./calibration/gland_71_48.jpg,122048
./calibration/gland_26_5.jpg,25082
./calibration/gland_71_65.jpg,349217
./calibration/gland_89_1.jpg,7205
./calibration/gland_89_3.jpg,2721
./calibration/gland_26_13.jpg,60587
./calibration/gland_71_62.jpg,247100
./calibration/gland_26_8.jpg,23534
./calibration/gland_89_8.jpg,13148
./calibration/gland_89_2.jpg,135068
./calibration/gland_26_18.jpg,107286
./calibration/gland_26_10.jpg,126128
./calibration/gland_87_29.jpg,120982
./calibration/gland_89_5.jpg,40310
./calibration/gland_86_2.jpg,274509
./calibration/gland_89_7.jpg,7559
./calibration/gland_86_0.jpg,306337
./calibration/gland_71_83.jpg,179202
./calibration/gland_49_18.jpg,201794
./calibration/gland_89_4.jpg,2231
./calibration/gland_71_30.jpg,134803
./calibration/gland_71_47.jpg,149379
./calibration/gland_26_21.jpg,98753
./calibration/gland_89_9.jpg,41858
./calibration/gland_87_28.jpg,241884
./calibration/gland_87_24.jpg,81439
./calibration/gland_71_54.jpg,114158
./calibration/gland_89_6.jpg,3257
./calibration/gland_89_0.jpg,92722
./calibration/gland_71_48.jpg,103920
./calibration/gland_26_5.jpg,19374
./calibration/gland_71_65.jpg,310061
./calibration/gland_89_1.jpg,5281
./calibration/gland_89_3.jpg,2092
./calibration/gland_26_13.jpg,48705
./calibration/gland_71_62.jpg,211264
./calibration/gland_26_8.jpg,17838
./calibration/gland_89_8.jpg,9099
./calibration/gland_89_2.jpg,120451
./calibration/gland_26_18.jpg,91688
./calibration/gland_26_10.jpg,110989
./calibration/gland_87_29.jpg,99992
./calibration/gland_89_5.jpg,32356
./calibration/gland_86_2.jpg,235231
./calibration/gland_89_7.jpg,5347
./calibration/gland_86_0.jpg,284680
./calibration/gland_71_83.jpg,147920
./calibration/gland_49_18.jpg,171593
./calibration/gland_89_4.jpg,1611
./calibration/gland_71_30.jpg,110961
./calibration/gland_71_47.jpg,127307
./calibration/gland_26_21.jpg,86385
./calibration/gland_89_9.jpg,30803
./calibration/gland_87_28.jpg,208364
./calibration/gland_87_24.jpg,66270
./calibration/gland_71_54.jpg,103110
./calibration/gland_89_6.jpg,2528
./calibration/gland_89_0.jpg,84250
./calibration/gland_71_48.jpg,89047
./calibration/gland_26_5.jpg,15003
./calibration/gland_71_65.jpg,277992
./calibration/gland_89_1.jpg,3857
./calibration/gland_89_3.jpg,1689
./calibration/gland_26_13.jpg,39430
./calibration/gland_71_62.jpg,191837
./calibration/gland_26_8.jpg,13725
./calibration/gland_89_8.jpg,6304
./calibration/gland_89_2.jpg,107779
./calibration/gland_26_18.jpg,78381
./calibration/gland_26_10.jpg,97858
./calibration/gland_87_29.jpg,82933
./calibration/gland_89_5.jpg,26014
./calibration/gland_86_2.jpg,201783
./calibration/gland_89_7.jpg,3809
./calibration/gland_86_0.jpg,264796
./calibration/gland_71_83.jpg,129845
./calibration/gland_49_18.jpg,145564
./calibration/gland_89_4.jpg,1160
./calibration/gland_71_30.jpg,89364
./calibration/gland_71_47.jpg,106407
./calibration/gland_26_21.jpg,74792
./calibration/gland_89_9.jpg,20652
./calibration/gland_87_28.jpg,175316
./calibration/gland_87_24.jpg,51496
./calibration/gland_71_54.jpg,93543
./calibration/gland_89_6.jpg,1848
./calibration/gland_89_0.jpg,75883
./calibration/gland_71_48.jpg,75074
./calibration/gland_26_5.jpg,11345
./calibration/gland_71_65.jpg,250626
./calibration/gland_89_1.jpg,2614
./calibration/gland_89_3.jpg,1328
./calibration/gland_26_13.jpg,31576
./calibration/gland_71_62.jpg,176844
./calibration/gland_26_8.jpg,10175
./calibration/gland_89_8.jpg,3936
./calibration/gland_89_2.jpg,95389
./calibration/gland_26_18.jpg,65314
./calibration/gland_26_10.jpg,85745
./calibration/gland_87_29.jpg,66794
./calibration/gland_89_5.jpg,19937
./calibration/gland_86_2.jpg,168308
./calibration/gland_89_7.jpg,2407
./calibration/gland_86_0.jpg,244369
./calibration/gland_71_83.jpg,115454
./calibration/gland_49_18.jpg,120468
./calibration/gland_89_4.jpg,785
./calibration/gland_71_30.jpg,71977
./calibration/gland_71_47.jpg,88738
./calibration/gland_26_21.jpg,64911
./calibration/gland_89_9.jpg,13198
./calibration/gland_87_28.jpg,146189
./calibration/gland_87_24.jpg,39458
./calibration/gland_71_54.jpg,84149
./calibration/gland_89_6.jpg,1289
./calibration/gland_89_0.jpg,68434
./calibration/gland_71_48.jpg,63303
./calibration/gland_26_5.jpg,8518
./calibration/gland_71_65.jpg,223221
./calibration/gland_89_1.jpg,1725
./calibration/gland_89_3.jpg,1051
./calibration/gland_26_13.jpg,25826
./calibration/gland_71_62.jpg,162495
./calibration/gland_26_8.jpg,7749
./calibration/gland_89_8.jpg,2456
./calibration/gland_89_2.jpg,84176
./calibration/gland_26_18.jpg,54512
./calibration/gland_26_10.jpg,74594
./calibration/gland_87_29.jpg,53521
./calibration/gland_89_5.jpg,15145
./calibration/gland_86_2.jpg,137973
./calibration/gland_89_7.jpg,1465
./calibration/gland_86_0.jpg,222763
./calibration/gland_71_83.jpg,102646
./calibration/gland_49_18.jpg,97785
./calibration/gland_89_4.jpg,461
./calibration/gland_71_30.jpg,51767
./calibration/gland_71_47.jpg,66430
./calibration/gland_26_21.jpg,51973
./calibration/gland_89_9.jpg,6093
./calibration/gland_87_28.jpg,109196
./calibration/gland_87_24.jpg,25038
./calibration/gland_71_54.jpg,70101
./calibration/gland_89_6.jpg,714
./calibration/gland_89_0.jpg,58150
./calibration/gland_71_48.jpg,48301
./calibration/gland_26_5.jpg,5550
./calibration/gland_71_65.jpg,184858
./calibration/gland_89_1.jpg,748
./calibration/gland_89_3.jpg,662
./calibration/gland_26_13.jpg,19470
./calibration/gland_71_62.jpg,142283
./calibration/gland_26_8.jpg,5064
./calibration/gland_89_8.jpg,1121
./calibration/gland_89_2.jpg,68999
./calibration/gland_26_18.jpg,41454
./calibration/gland_26_10.jpg,59826
./calibration/gland_87_29.jpg,38271
./calibration/gland_89_5.jpg,9592
./calibration/gland_86_2.jpg,97672
./calibration/gland_89_7.jpg,589
./calibration/gland_86_0.jpg,188002
./calibration/gland_71_83.jpg,84934
./calibration/gland_49_18.jpg,68978
./calibration/gland_89_4.jpg,184
./calibration/gland_71_30.jpg,43325
./calibration/gland_71_47.jpg,56472
./calibration/gland_26_21.jpg,45470
./calibration/gland_89_9.jpg,3653
./calibration/gland_87_28.jpg,92339
./calibration/gland_87_24.jpg,19512
./calibration/gland_71_54.jpg,62289
./calibration/gland_89_6.jpg,476
./calibration/gland_89_0.jpg,52828
./calibration/gland_71_48.jpg,41273
./calibration/gland_26_5.jpg,4528
./calibration/gland_71_65.jpg,165084
./calibration/gland_89_1.jpg,400
./calibration/gland_89_3.jpg,496
./calibration/gland_26_13.jpg,16797
./calibration/gland_71_62.jpg,131409
./calibration/gland_26_8.jpg,3971
./calibration/gland_89_8.jpg,666
./calibration/gland_89_2.jpg,61184
./calibration/gland_26_18.jpg,35464
./calibration/gland_26_10.jpg,52176
./calibration/gland_87_29.jpg,32048
./calibration/gland_89_5.jpg,7221
./calibration/gland_86_2.jpg,79024
./calibration/gland_89_7.jpg,335
./calibration/gland_86_0.jpg,168147
./calibration/gland_71_83.jpg,75965
./calibration/gland_49_18.jpg,56423
./calibration/gland_89_4.jpg,66
./calibration/gland_71_30.jpg,36681
./calibration/gland_71_47.jpg,48496
./calibration/gland_26_21.jpg,39725
./calibration/gland_89_9.jpg,2168
./calibration/gland_87_28.jpg,78583
./calibration/gland_87_24.jpg,15557
./calibration/gland_71_54.jpg,54757
./calibration/gland_89_6.jpg,281
./calibration/gland_89_0.jpg,48080
./calibration/gland_71_48.jpg,35568
./calibration/gland_26_5.jpg,3812
./calibration/gland_71_65.jpg,146938
./calibration/gland_89_1.jpg,166
./calibration/gland_89_3.jpg,426
./calibration/gland_26_13.jpg,14695
./calibration/gland_71_62.jpg,121146
./calibration/gland_26_8.jpg,3138
./calibration/gland_89_8.jpg,367
./calibration/gland_89_2.jpg,54518
./calibration/gland_26_18.jpg,30183
./calibration/gland_26_10.jpg,45494
./calibration/gland_87_29.jpg,27148
./calibration/gland_89_5.jpg,5535
./calibration/gland_86_2.jpg,64072
./calibration/gland_89_7.jpg,167
./calibration/gland_86_0.jpg,149275
./calibration/gland_71_83.jpg,67587
./calibration/gland_49_18.jpg,45901
