gland_26_5;10
gland_26_8;24.5
gland_26_10;157.5
gland_26_13;51.5
gland_26_18;109
gland_26_21;164
gland_49_18;144
gland_71_30;119
gland_71_47;147
gland_71_48;123
gland_71_54;112.5
gland_71_62;228.5
gland_71_65;286
gland_71_83;174
gland_86_0;223
gland_86_2;119.5
gland_86_3;458.5
gland_87_16;720
gland_87_24;45.5
gland_87_28;152
gland_87_29;67
gland_89_0;126
gland_89_1;0
gland_89_2;153.5
gland_89_3;2
gland_89_4;0
gland_89_5;22.5
gland_89_6;1
gland_89_7;1
gland_89_8;1.5
gland_89_9;10
